 ,2,32,56,13829,21266,28938,34700,39645,44884,51017,57053,65536,72285,77197,88557,95525,101507,114013,124477,131937
2,,,,,,,,,,,,,,,,,,,,,
32,0.04821802935010482,,,,,,,,,,,,,,,,,,,,
56,0.03802281368821293,0.0321285140562249,,,,,,,,,,,,,,,,,,,
13829,0.044444444444444446,0.04554455445544554,0.03436426116838488,,,,,,,,,,,,,,,,,,
21266,0.03690036900369004,0.043478260869565216,0.05136986301369863,0.03678929765886288,,,,,,,,,,,,,,,,,
28938,0.034482758620689655,0.052346570397111915,0.026470588235294117,0.037463976945244955,0.034482758620689655,,,,,,,,,,,,,,,,
34700,0.017699115044247787,0.028199566160520606,0.032388663967611336,0.023622047244094488,0.0392156862745098,0.026402640264026403,,,,,,,,,,,,,,,
39645,0.04044117647058824,0.05128205128205128,0.04778156996587031,0.07333333333333333,0.053156146179401995,0.045845272206303724,0.0625,,,,,,,,,,,,,,
44884,0.0425531914893617,0.06560283687943262,0.07428571428571429,0.04481792717086835,0.05865921787709497,0.05665024630541872,0.038338658146964855,0.06128133704735376,,,,,,,,,,,,,
51017,0.054187192118226604,0.04794520547945205,0.03125,0.03896103896103896,0.05172413793103448,0.03214285714285714,0.026737967914438502,0.04721030042918455,0.04482758620689655,,,,,,,,,,,,
57053,0.049019607843137254,0.03644646924829157,0.02666666666666667,0.034482758620689655,0.034334763948497854,0.03202846975088968,0.02127659574468085,0.038461538461538464,0.048109965635738834,0.04242424242424243,,,,,,,,,,,
65536,0.025252525252525252,0.03233256351039261,0.045662100456621,0.03982300884955752,0.03524229074889868,0.014545454545454545,0.027472527472527472,0.03508771929824561,0.03508771929824561,0.012578616352201259,0.01875,,,,,,,,,,
72285,0.03557312252964427,0.045081967213114756,0.0364963503649635,0.042704626334519574,0.05673758865248227,0.03939393939393939,0.046413502109704644,0.045936395759717315,0.047058823529411764,0.028037383177570093,0.04186046511627907,0.028708133971291867,,,,,,,,,
77197,0.03317535545023697,0.03139013452914798,0.04310344827586207,0.029288702928870293,0.029166666666666667,0.024305555555555556,0.010256410256410256,0.03734439834024896,0.0436241610738255,0.03488372093023256,0.04046242774566474,0.041916167664670656,0.036036036036036036,,,,,,,,
88557,0.058365758754863814,0.046747967479674794,0.06115107913669065,0.03508771929824561,0.04195804195804196,0.041916167664670656,0.03319502074688797,0.059233449477351915,0.06976744186046512,0.05504587155963303,0.0593607305936073,0.028169014084507043,0.026119402985074626,0.06637168141592921,,,,,,,
95525,0.046296296296296294,0.0598669623059867,0.03375527426160337,0.03278688524590164,0.04897959183673469,0.040955631399317405,0.04,0.044715447154471545,0.04950495049504951,0.02824858757062147,0.0449438202247191,0.040697674418604654,0.08370044052863436,0.03783783783783784,0.03896103896103896,,,,,,
101507,0.09090909090909091,0.061420345489443376,0.05537459283387622,0.041401273885350316,0.044444444444444446,0.03581267217630854,0.05185185185185185,0.056962025316455694,0.06166219839142091,0.0728744939271255,0.04838709677419355,0.04132231404958678,0.04040404040404041,0.0392156862745098,0.07641196013289037,0.04230769230769231,,,,,
114013,0.05472636815920398,0.045871559633027525,0.018018018018018018,0.021834061135371178,0.030434782608695653,0.050359712230215826,0.02702702702702703,0.04329004329004329,0.034722222222222224,0.043209876543209874,0.05521472392638037,0.03821656050955414,0.04245283018867924,0.052941176470588235,0.06018518518518518,0.06857142857142857,0.044897959183673466,,,,
124477,0.024630541871921183,0.03881278538812785,0.026785714285714284,0.03463203463203463,0.0603448275862069,0.03571428571428571,0.0213903743315508,0.030042918454935622,0.06206896551724138,0.036585365853658534,0.04242424242424243,0.0440251572327044,0.0514018691588785,0.0755813953488372,0.03669724770642202,0.05084745762711865,0.03643724696356275,0.05555555555555555,,,
131937,0.02252252252252252,0.0175054704595186,0.01646090534979424,0.016,0.00796812749003984,0.023411371237458192,0.024271844660194174,0.007936507936507936,0.016181229773462782,0.01639344262295082,0.03260869565217391,0.011235955056179775,0.034334763948497854,0.04712041884816754,0.02109704641350211,0.04591836734693878,0.02631578947368421,0.03867403314917127,0.00546448087431694,,


Max ,0.09090909090909091,2,101507
AVG ,0.041
Total Coverage ,0.093